id,name_ko,name_en,thumbnail_url,summary,history,size_type,avg_life_expectancy,avg_weight,popularity_score,energy_level,shedding_level,barking_level
11f0901c-0e56-4545-b33a-d107eec280cd,푸미,Pumi,https://cdn2.thedogapi.com/images/SyRe4xcN7.jpg,"활기찬, 내성적인, 지적인, 활동적인, 보호적인, 목소리가 큰","17-18세기 헝가리에서 유래한 목축견입니다. 헝가리의 토착 목축견인 풀리(Puli)가 프랑스와 독일의 테리어 타입 목축견과 교배하여 탄생했습니다. 좁은 길과 작은 목초지가 많은 헝가리 서부 지형에 맞게, 가축을 독립적으로 몰 수 있는 민첩하고 빠른 개가 필요했기 때문에 개발되었습니다. 오랫동안 풀리의 지역적 변종으로 여겨졌으나, 1921년 별개의 품종으로 인정받았습니다. '헝가리 목축견의 왕'으로 불리기도 합니다.",소형,"[13,15)","[8,15)",10,3,2,3
161df103-9bdb-4d00-8a2f-d29982785a4a,바이마라너,Weimaraner,https://cdn2.thedogapi.com/images/SyU12l9V7.jpg,"안정적이고, 냉정하고, 고집스럽고, 활기차고, 기민하고, 지적이고, 강력하고, 빠름","19세기 초, 독일 바이마르 공화국의 귀족들이 곰, 사슴 등 대형 동물을 사냥하기 위해 개발한 품종입니다. 뛰어난 추적 능력, 속도, 용맹함을 갖추도록 블러드하운드 등 여러 사냥개를 교배하여 만들었습니다. 독특한 은회색 털 때문에 '회색 유령(Gray Ghost)'이라는 별명을 가지고 있습니다. 초기에는 독일 바이마라너 클럽 회원들만 독점적으로 소유할 수 있었으나, 1943년 미국 켄넬 클럽(AKC)에 공식 인정되면서 전 세계적으로 알려졌습니다.",중형,"[12,15)","[25,41)",30,5,3,4
1910b47a-ee97-4163-8b86-21bdbec01a88,아펜핀셔,Affenpinscher,https://cdn2.thedogapi.com/images/BJa4kxc4X.jpg,"고집이 세고, 호기심이 많고, 장난기가 많고, 모험심이 많고, 활동적이고, 재밌어하는","독일, 프랑스",소형,"[10,12)","[3,6)",10,3,2,3
1c4387b6-2a97-4524-a1ed-1697944302ca,아펜젤러 산악견,Appenzeller Sennenhund,https://cdn2.thedogapi.com/images/HkNkxlqEX.jpg,"활기찬, 지능적인, 충성심 높은, 자신감 있는, 보호 본능","스위스 아펜첼 지역의 목축견으로, 스위스 마운틴 독 4종 중 하나입니다. 1853년 문헌에 처음 기록되었으며, 1906년 품종 클럽이 설립되어 순종 보존 노력이 시작되었습니다. 소를 몰고 재산을 지키는 다목적 작업견으로 활약했습니다.",중형,"[12,15)","[22,25)",5,3,3,3
1c45d143-d7af-423f-94c6-841e9adbff7c,트리잉 워커 쿤하운드,Treeing Walker Coonhound,https://cdn2.thedogapi.com/images/SkRpsgc47.jpg,"영리하고, 애정이 넘치고, 자신감이 넘치고, 지적이고, 사랑이 넘치고, 훈련이 잘 됩니다","18세기, 토마스 워커(Thomas Walker)가 미국 버지니아로 들여온 잉글리시 폭스하운드의 후손입니다. 이 개들은 '워커 하운드'로 불리며 너구리 사냥에 맞게 개량되었습니다. 특히 '테네시 리드(Tennessee Lead)'라는 뛰어난 사냥개와의 교배를 통해, 사냥감을 나무 위로 몰아 짖어서 위치를 알리는 '트리잉(treeing)' 능력이 강화되었습니다. 초기에는 잉글리시 쿤하운드의 한 종류로 취급되었으나, 1945년 별개의 품종으로 공식 인정받았습니다.",중형,"[10,13)","[20,36)",5,3,3,3
1dcefd59-92ef-4dff-9b62-987bba6fc2bf,아자와흐,Azawakh,https://cdn2.thedogapi.com/images/SkvZgx94m.jpg,"충성심 높은, 독립적인, 보호 본능, 우아한, 경계심 강한","서아프리카 사헬 지역의 유목민(투아레그족 등)과 함께 수 세기를 살아온 고대 사이트하운드입니다. 가젤과 같은 빠른 동물을 사냥하고 캠프를 지키는 역할을 했으며, 1970년대에 유럽 외교관을 통해 서구 세계에 처음 소개되었습니다.",중형,"[10,13)","[15,25)",5,3,3,3
1e93e57a-5b02-4ac2-8c7a-a7f8f1a35ffb,치와와,Chihuahua,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSi9fkyHAnfqWiVhxAZVnSBLtsVo-ch4mvh4MPDFWYjp0-mMup1ke2Zu4khhf8Qj_5Ed6Aj5M4XlhV4V31mmdpxxhUidr7QWMliGMv06c5R,"충성심 높은, 자신감 있는, 용감한, 경계심 강한, 지능적인","9세기경 멕시코의 톨텍 문명에서 신성한 동물로 여겨졌던 '테치치'가 조상입니다. 아즈텍 제국을 거치며 종교 의식에 사용되다 스페인 정복 이후 멸종 위기에 처했으나, 19세기 미국인들에 의해 치와와주에서 '재발견'되어 1904년 AKC에 공식 인정되었습니다.",초소형,"[14,16)","[1,3)",95,3,2,4
1f4fb18e-9cbe-46bc-8c5c-7e0465ed3c8c,티베탄 테리어,Tibetan Terrier,https://cdn2.thedogapi.com/images/6f5n_42mB.jpg,"애정이 넘치고, 활기차고, 상냥하고, 내성적이고, 온화하고, 예민함","2000년 이상 티베트의 사원에서 '행운을 가져다주는 신성한 개'로 여겨지며 길러진 고대 품종입니다. 판매되지 않고 오직 귀한 선물로만 주어졌으며, 사원의 경비를 서거나 가축을 몰고, 절벽 아래로 떨어진 물건을 회수하는 등 다양한 역할을 했습니다. '테리어'라는 이름은 유럽인들이 크기만 보고 붙인 것으로, 실제로는 땅을 파는 테리어와는 관련이 없습니다. 1922년, 영국의 외과 의사 아그네스 그레이그(Agnes Greig)가 티베트인 환자에게 선물 받으면서 서양에 처음 소개되었습니다.",소형,"[12,15)","[9,11)",15,3,2,3
1fb14e37-d8d2-4232-8e8b-9cc9c6ef7169,달마시안,Dalmatian,https://cdn2.thedogapi.com/images/SkJ3blcN7.jpg,"활기찬, 장난기 많은, 충성심 높은, 지능적인, 예민한","크로아티아의 달마티아 지역에서 유래했으며, 고대 이집트 유물에서도 비슷한 모습이 발견됩니다. 사냥개, 군용견 등 다양한 역할을 했으며, 특히 19세기 영국에서 마차를 호위하는 '코치 독'으로 명성을 떨쳤습니다. 이 전통이 이어져 소방서의 마스코트로도 큰 사랑을 받았습니다.",중형,"[10,13)","[23,25)",85,5,5,2
20cbb66d-5494-4711-afd0-aa4954d26423,스코티시 테리어,Scottish Terrier,https://cdn2.thedogapi.com/images/Bklnce5NX.jpg,"씩씩하고, 경계심이 강하고, 독립적이고, 장난기 많고, 빠르고, 자신감이 넘칩니다.","스코틀랜드 하이랜드 지방에서 수 세기 동안 오소리, 여우 등 해로운 짐승을 사냥하기 위해 길러진 테리어의 후손입니다. 17세기, 스코틀랜드의 제임스 6세가 프랑스 왕에게 선물하면서 알려지기 시작했습니다. 초기에는 스카이 테리어 등 다른 하이랜드 테리어들과 명확히 구분되지 않았으나, 19세기 후반 애버딘 지역을 중심으로 품종이 표준화되면서 '애버딘 테리어'로 불리기도 했습니다. 1879년 '스코티시 테리어'라는 공식 명칭을 얻었으며, 완고하고 용감한 성격 때문에 '다이하드(Diehard)'라는 별명을 가지고 있습니다.",소형,"[11,13)","[8,10)",30,3,2,3
20e5e9b0-8223-4a14-8a13-e74396699a28,미니어처 슈나우저,Miniature Schnauzer,https://cdn2.thedogapi.com/images/SJIUQl9NX.jpg,"두려움 없는, 친절한, 활기찬, 경계심이 강한, 순종적인, 지적인","19세기 후반 독일의 농장에서 유래했으며, 스탠더드 슈나우저를 소형화하여 농장의 쥐를 잡는 '래터(ratter)' 역할을 특화시킨 품종입니다. 가장 작은 스탠더드 슈나우저를 아펜핀셔, 푸들 등과 교배하여 탄생했습니다. 1888년 '핀델'이라는 이름의 첫 미니어처 슈나우저가 기록되었고, 1899년 처음으로 독 쇼에 출품되었습니다. 1926년 미국 켄넬 클럽(AKC)에 공식 인정받았으며, 현재는 전 세계적으로 사랑받는 반려견이 되었습니다.",소형,"[12,14)","[5,9)",75,3,1,4
2125fa32-3d8c-4151-90c5-6e25a8fa55b2,샤일로 셰퍼드,Shiloh Shepherd,https://cdn2.thedogapi.com/images/SJJxjecEX.jpg,"외향적이고, 충성스럽고, 사교적이고, 온화하고, 사랑스럽고, 훈련이 잘 되는","1970년대, 미국 뉴욕의 브리더 티나 바버(Tina Barber)가 저먼 셰퍼드의 기질 및 건강 문제에 불만을 느끼고, 어린 시절 기억 속의 '구식' 저먼 셰퍼드를 재현하고자 개발한 품종입니다. 그녀는 더 큰 체구, 건강한 고관절, 온순한 성격을 목표로 저먼 셰퍼드를 선별적으로 교배하기 시작했습니다. 1980년대 후반, 유전적 다양성을 위해 저먼 셰퍼드/사플라니낙 믹스, 알래스칸 맬러뮤트 등 다른 품종과 의도적으로 교배하면서 저먼 셰퍼드와는 완전히 다른 새로운 품종으로 나아가게 되었습니다. 1991년 '희귀 품종'으로 공식 인정받았습니다.",대형,"[9,14)","[54,64)",10,4,4,3
21994baf-5e16-424c-890c-ba941fbe5257,몰티즈,Maltese,https://cdn2.thedogapi.com/images/B1SV7gqN7.jpg,"장난기 많음, 유순함, 두려움 없음, 애정 듬뿍, 상냥함, 활기참, 반응성 좋음, 느긋함, 온화함, 지적임, 활동적","기원전 1500년경, 페니키아인들의 무역 중개를 통해 지중해의 몰타(Malta) 섬에 유입된 것으로 추정되는, 2800년 이상의 역사를 가진 가장 오래된 견종 중 하나입니다. 고대 그리스와 로마의 귀부인들에게 큰 사랑을 받았으며, '로마 귀부인의 개'로 불렸습니다. 15세기에는 프랑스, 16세기에는 영국 왕실과 귀족 사회에서 큰 인기를 끌었으며, 엘리자베스 1세 여왕도 몰티즈를 길렀다고 전해집니다.",소형,"[15,18)","[2,3)",95,3,1,3
22dfaccb-202e-4d1d-a28a-a4d16ba97916,벨기에 테르뷔렌,Belgian Tervuren,https://cdn2.thedogapi.com/images/B1KdxlcNX.jpg,"매우 지능적인, 높은 에너지, 충성심 높은, 보호 본능, 훈련 용이성","19세기 후반 벨기에의 양치기 개들을 표준화하는 과정에서 탄생한 4가지 벨기에 셰퍼드 독 중 하나입니다. 테르뷔렌(Tervuren) 마을의 이름을 땄으며, 긴 적갈색 털이 특징입니다. 1, 2차 세계대전에서 군용견으로 활약했으며, 1959년 AKC에 의해 독립 품종으로 인정받았습니다.",중형,"[10,12)","[18,29)",10,3,3,3
2623e284-5aa8-4652-88a0-b28a1cca9a10,하바니즈,Havanese,https://cdn2.thedogapi.com/images/rkXiGl9V7.jpg,"다정한, 쾌활한, 사교적인, 지능적인, 장난기 많은","쿠바의 국견으로, 그 조상은 스페인 식민지 개척자들이 쿠바로 데려온 비숑 계열의 개입니다. 수 세기 동안 쿠바 귀족들의 사랑을 받았으나, 쿠바 혁명 이후 멸종 위기에 처했다가 미국으로 망명한 쿠바인들에 의해 보존되어 1996년 AKC에 공식 인정되었습니다.",소형,"[14,15)","[3,6)",30,3,1,3
27c80509-f7f9-4244-988b-4c3ccb5eecc0,저먼 셰퍼드,German Shepherd,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRq9yaC9Fhy3CWHO9Dyreyx7BXZksTjSm8Cc4N8D-g0iMNTd-5GUjW1X_ICtr9b-mVnj-JMYYCkRd1O8JmyeqUc2ND4cM0n5bW6LZmm1FQZ,"지능적인, 충성심 높은, 보호 본능, 용감한, 훈련 용이성","19세기 후반 독일에서 기병대장이었던 막스 폰 슈테파니츠가 최고의 목축견을 만들기 위해 개발했습니다. 지능, 힘, 스피드를 기준으로 표준화되었으며, 1899년 최초의 저먼 셰퍼드 '호란트 폰 그라프라트'가 등록되었습니다. 이후 세계대전 등을 거치며 경찰견, 군용견 등 다목적 작업견으로 명성을 떨쳤습니다.",대형,"[9,13)","[23,41)",95,5,5,3
29f86d9b-e830-47ae-8aa4-16a848f6c96c,셰틀랜드 쉽독,Shetland Sheepdog,https://cdn2.thedogapi.com/images/rJa29l9E7.jpg,"애정이 넘치고, 활발하고, 반응이 빠르고, 기민하고, 충성스럽고, 내성적이며, 장난기가 많고, 온화하고, 총명하고, 활동적이며, 훈련이 잘 되고, 강인함","스코틀랜드의 험준한 셰틀랜드 제도에서 유래한 목양견입니다. 척박한 환경에 적응한 스피츠 계열의 토착견이 스코틀랜드 본토에서 건너온 러프 콜리, 그리고 킹 찰스 스패니얼, 포메라니안 등과 교배하여 탄생한 것으로 추정됩니다. 작은 체구 덕분에 적은 양의 사료만으로도 생활할 수 있었으며, 양 떼를 몰고 밭을 지키는 등 다재다능한 농장견으로 활약했습니다. 처음에는 '셰틀랜드 콜리'로 불렸으나, 러프 콜리 브리더들의 반대로 1909년 '셰틀랜드 쉽독'이라는 공식 명칭을 얻게 되었습니다.",소형,"[12,14)","[5,12)",30,3,2,3
2a996909-d3d4-46ae-a01d-f57dee2c6322,바벳,Barbet,https://cdn2.thedogapi.com/images/HyWGexcVQ.jpg,"사교적인, 지능적인, 다정한, 충성심 높은, 활기찬","14세기에 처음 언급된 프랑스의 고대 워터독입니다. '수염'을 의미하는 프랑스어 'barbe'에서 이름이 유래했으며, 물새 사냥과 회수에 탁월한 능력을 보였습니다. 푸들, 비숑 프리제 등 여러 품종의 조상으로 여겨지며, 세계대전을 거치며 멸종 위기에 처했으나 1970년대 복원되었습니다.",중형,"[12,15)","[18,29)",10,3,3,3
2c58f8e5-8cad-4530-a833-462301607c47,노바스코샤 덕 톨링 리트리버,Nova Scotia Duck Tolling Retriever,https://cdn2.thedogapi.com/images/SyYtQe5V7.jpg,"외향적이고, 경계심이 강하고, 인내심이 많고, 지적이고, 사랑이 넘칩니다.","19세기 초, 캐나다 노바스코샤 주 야머스 카운티의 리틀 리버 하버 지역에서 개발된 리트리버 품종입니다. 사냥꾼들은 해안가에서 장난치며 노는 여우의 행동이 오리들의 호기심을 유발하는 것을 보고, 이를 모방하여 오리를 유인(tolling)하는 개를 만들고자 했습니다. 리트리버, 세터, 스패니얼 등 다양한 품종의 교배를 통해 탄생했으며, 1945년 캐나다 켄넬 클럽에 공식 인정되었습니다. 1995년에는 노바스코샤 주의 공식 개로 지정되었습니다.",중형,"[12,14)","[16,23)",10,3,3,3
2de819d0-2e05-4b84-bb6e-b6dbab200d9b,프렌치 불독,French Bulldog,https://cdn2.thedogapi.com/images/HyWNfxc47.jpg,"다정한, 장난기 많은, 느긋한, 사교적인, 적응력 높은","19세기 영국 노팅엄의 레이스 직공들이 기르던 토이 불독이 프랑스로 건너가, 현지의 테리어 등과 교배되며 탄생했습니다. 파리의 사교계에서 큰 인기를 끌었으며, 특히 박쥐 귀 모양이 미국 애호가들에게 사랑받으며 품종의 상징이 되었습니다.",소형,"[10,12)","[7,13)",95,2,3,2
2e24404a-8c85-4682-8cb4-75e478160d22,와이어헤어드 비즐라,Wirehaired Vizsla,https://cdn2.thedogapi.com/images/r1I4hl5Em.jpg,"충성심 높은, 온화한, 활기찬, 지능적인, 다정한","1930년대 헝가리에서, 기존의 비즐라보다 더 튼튼하고 거친 환경에 잘 견디는 사냥개를 만들고자 개발된 품종입니다. 비즐라의 뛰어난 사냥 능력과 상징적인 황금빛 녹색 털을 유지하면서, 추위와 덤불로부터 몸을 보호할 수 있는 뻣뻣한 털을 갖게 하기 위해 저먼 와이어헤어드 포인터와 교배했습니다. 제2차 세계대전으로 많은 기록이 소실되었지만, 브리더들의 노력으로 혈통이 보존되어 1963년 국제애견연맹(FCI)에 공식 인정되었습니다.",중형,"[12,14)","[20,29)",5,5,3,3
30d743b1-6471-4546-b341-8ecb7d5728c8,더치 셰퍼드,Dutch Shepherd,https://cdn2.thedogapi.com/images/BkE6Wg5E7.jpg,"지능적인, 충성심 높은, 훈련 용이성, 보호 본능, 높은 에너지","18~19세기 네덜란드 농장에서 양과 소를 몰고, 수레를 끌며, 농장을 지키는 등 다목적견으로 활약했습니다. 저먼 셰퍼드, 벨지안 셰퍼드와 같은 조상을 공유하는 것으로 보이며, 20세기 농업의 기계화와 세계대전을 겪으며 멸종 위기에 처했으나 애호가들의 노력으로 복원되었습니다.",중형,"[11,14)","[23,32)",75,3,3,3
33a1d9fe-0ac3-4d70-8262-29bc42bfa3b0,노리치 테리어,Norwich Terrier,https://cdn2.thedogapi.com/images/BkgKXlqE7.jpg,"활기찬, 다정한, 용감한, 자신감 있는, 사교적인","19세기 후반 영국 노퍽과 케임브리지 지역에서 마구간과 대학 기숙사의 쥐를 잡기 위해 개발되었습니다. 처음에는 귀가 접힌 노퍽 테리어와 같은 품종으로 여겨졌으나, 1964년 귀가 쫑긋 선 품종이 '노리치 테리어'로 공식 분리되었습니다.",소형,"[12,15)","[4,5)",30,3,2,3
3608c5ab-2bc1-4c78-a6e2-9a67f2cadcf4,랫 테리어,Rat Terrier,https://cdn2.thedogapi.com/images/HkXWNl9E7.jpg,"애정이 넘치고, 활기차고, 호기심이 많고, 경계심이 강하고, 지적이고, 사랑이 넘칩니다.","19세기 후반, 영국 이민자들이 미국으로 데려온 스무스 폭스 테리어와 맨체스터 테리어의 후손입니다. 미국 농부들은 이 개들을 비글, 휘핏 등과 교배하여 농장 환경에 맞게 개량했습니다. 이름에서 알 수 있듯이, 농장의 쥐(rat)를 잡는 데 탁월한 능력을 발휘했으며, 시어도어 루스벨트 대통령이 백악관의 쥐를 퇴치한 자신의 테리어에게 이 이름을 붙여주었다고 전해집니다. 1950년대 살충제 사용으로 개체 수가 급감했으나, 1970년대 브리더들의 노력으로 다시 인기를 얻게 되었습니다.",소형,"[12,18)","[4,11)",10,3,2,3
3628fa71-5115-436a-9409-e1dc17f51000,골든 리트리버,Golden Retriever,https://cdn2.thedogapi.com/images/HJ7Pzg5EQ.jpg,"매우 사교적인, 온화한, 지능적인, 충성심 높은, 인내심 강한","19세기 중반 스코틀랜드의 트위드마우스 경이 완벽한 건독을 만들기 위해 개발했습니다. 노란색 웨이비 코티드 리트리버와 지금은 멸종된 트위드 워터 스패니얼을 교배하여 탄생했으며, 이후 아이리시 세터와 블러드하운드의 혈통이 더해졌습니다.",중형,"[10,12)","[25,34)",95,4,4,2
3655fc67-3372-4c22-ac85-fde269193a44,삽살개,Sapsali,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRyinCEPoNfL2PT06SqtybccTtgLaxBCFC27D-XRKEBR1wbRURG5ibmZlZ039oLn7m3-k4WLipcC0MH4tQTI7nr0j9GudeJGfXgTJJW_AtlIw,"충성심 높은, 온화한, 인내심 강한, 다정한, 보호 본능","신라 시대 귀족들의 반려견으로 시작된 한국 고유의 품종입니다. 악귀를 쫓는 개로 알려져 있으며, 일제강점기와 한국전쟁을 거치며 멸종 위기에 처했으나, 1980년대 유전학자들의 노력으로 복원되어 1992년 천연기념물로 지정되었습니다.",중형,"[10,12)","[16,28)",70,3,3,3
38396c8d-e4d9-4e57-8433-c6d644d1f01b,미니어처 핀셔,Miniature Pinscher,https://cdn2.thedogapi.com/images/Hy3H7g94X.jpg,"영리하고, 외향적이며, 친절하고, 활기차고, 반응성이 좋고, 장난기가 많습니다.","200년 이상의 역사를 가진 독일 품종으로, 농장에서 쥐를 잡는 역할을 수행했습니다. 저먼 핀셔, 닥스훈트, 이탈리안 그레이하운드의 교배를 통해 탄생한 것으로 추정됩니다. 흔히 도베르만 핀셔의 축소판으로 오해받지만, 실제로는 도베르만보다 훨씬 오래된 품종입니다. 19세기 후반부터 인기를 얻기 시작했으며, 1925년 미국 켄넬 클럽(AKC)에 공식 등록되었습니다. '토이계의 왕'이라는 별명을 가지고 있습니다.",소형,"[13,16)","[4,5)",30,3,2,3
3890e8ee-be0c-4207-9c72-caa64de3ddb3,페키니즈,Pekingese,https://cdn2.thedogapi.com/images/ByIiml9Nm.jpg,"고집이 세고, 성격이 좋고, 고집이 세고, 애정이 넘치고, 공격적이고, 지적인","2000년 이상 중국 황실에서만 독점적으로 길러온 고대 품종입니다. 일반 백성은 페키니즈에게 절을 해야 했고, 훔치면 사형에 처해질 만큼 신성한 존재였습니다. 불교에서 신성시하는 '사자'를 닮았다고 하여 '라이언 도그(Lion Dog)'로 불렸으며, 황제의 소매 속에서 휴대할 수 있을 만큼 작은 개체는 '슬리브 독(Sleeve Dog)'으로 특별 대우를 받았습니다. 1860년 제2차 아편전쟁 때 영국군이 베이징의 황궁을 점령하면서 5마리를 영국으로 데려갔고, 그중 한 마리인 '루티(Looty)'가 빅토리아 여왕에게 바쳐지면서 서양에 알려지게 되었습니다.",소형,"[12,15)","[3,6)",75,1,3,3
3b40d091-5535-46d3-86ab-9eb61ce71898,키스혼드,Keeshond,https://cdn2.thedogapi.com/images/S1GAGg9Vm.jpg,"민첩하고, 순종적이며, 장난기 많고, 빠르고, 튼튼하고, 밝다","네덜란드의 운하에서 바지선(barge)을 지키던 '더치 바지 독'에서 유래한 스피츠 계열의 품종입니다. 18세기 후반, 네덜란드 애국당의 상징이 되면서 '키스혼드'라는 이름을 얻었지만, 정권 교체 후 거의 사라질 뻔했습니다. 20세기 초, 네덜란드와 영국 브리더들의 노력으로 다시 복원되었으며, 1930년 미국 켄넬 클럽(AKC)에 공식적으로 등록되었습니다. 독일의 울프스피츠와 매우 가까운 관계에 있습니다.",중형,"[12,15)","[16,20)",10,3,3,3
